,Unnamed: 0,siparis_id,musteri_id,siparis_tarihi,sehir,bolge,kategori,urun_adi,adet,birim_fiyat,indirim_orani,kargo_ucreti,odeme_turu,musteri_tipi,teslimat_gunu,musteri_puani,iade_durumu,kar_marji_orani,toplam_tutar,siparis_yili,siparis_ayi,siparis_gunu,haftanin_gunu
483,486,SIP101058,MUS1207,2025-06-11 18:21:00,İstanbul,Marmara,Elektronik,Kablosuz Kulaklık,1,1547.62,0.0,29.9,Banka Kartı,VIP,6.0,3.0,Hayır,0.204,1577.52,2025,6,11,Wednesday
485,488,SIP100016,MUS1272,2024-07-22 10:23:00,Kayseri,İç Anadolu,Kozmetik,Serum,4,519.68,0.0,39.9,Havale/EFT,Mevcut,3.0,3.0,Hayır,0.261,2118.62,2024,7,22,Monday
486,489,SIP101147,MUS1317,2024-04-04 16:24:00,İzmir,Ege,Ev Yaşam,Saklama Kutusu,1,228.84,0.0,39.9,Dijital Cüzdan,Yeni,4.0,4.0,Hayır,0.299,268.74,2024,4,4,Thursday
487,490,SIP100477,MUS1319,2024-04-27 18:22:00,Mersin,Akdeniz,Kitap,Veri Bilimi 101,1,249.25,0.0,49.9,Kredi Kartı,VIP,4.0,4.0,Hayır,0.246,299.15,2024,4,27,Saturday
488,491,SIP100717,MUS1407,2024-11-28 09:43:00,Mersin,Akdeniz,Kitap,Zaman Yönetimi,1,162.58,0.05,29.9,Banka Kartı,Yeni,1.0,4.0,Hayır,0.365,184.35,2024,11,28,Thursday
489,492,SIP100755,MUS1013,2024-05-31 13:28:00,İstanbul,Marmara,Ofis,Mouse Pad,2,182.2,0.0,29.9,Banka Kartı,Yeni,3.0,5.0,Hayır,0.382,394.3,2024,5,31,Friday
490,493,SIP100586,MUS1308,2024-07-03 16:25:00,Adana,Akdeniz,Elektronik,Bluetooth Hoparlör,1,1148.26,0.0,49.9,Kredi Kartı,Mevcut,2.0,5.0,Hayır,0.347,1198.16,2024,7,3,Wednesday
491,494,SIP100805,MUS1200,2024-01-21 19:30:00,Antalya,Akdeniz,Spor,Suluk,1,190.29,0.1,39.9,Banka Kartı,VIP,4.0,4.0,Hayır,0.313,211.16,2024,1,21,Sunday
493,496,SIP101244,MUS1151,2025-09-30 16:42:00,Adana,Akdeniz,Kozmetik,Güneş Kremi,1,418.47,0.0,49.9,Kredi Kartı,Mevcut,2.0,4.0,Evet,0.415,468.37,2025,9,30,Tuesday
494,497,SIP100601,MUS1157,2025-01-09 13:12:00,İstanbul,Marmara,Spor,Direnç Bandı,1,260.59,0.05,39.9,Kredi Kartı,Mevcut,5.0,4.0,Evet,0.389,287.46,2025,1,9,Thursday
496,499,SIP100897,MUS1072,2024-12-24 12:18:00,Adana,Akdeniz,Kozmetik,Nemlendirici,1,380.36,0.0,29.9,Banka Kartı,Mevcut,3.0,3.0,Hayır,0.247,410.26,2024,12,24,Tuesday
497,500,SIP100024,MUS1331,2025-03-09 14:29:00,İstanbul,Marmara,Spor,Suluk,2,193.64,0.1,59.9,Kapıda Ödeme,Yeni,3.0,5.0,Hayır,0.367,408.45,2025,3,9,Sunday
498,501,SIP100821,MUS1141,2024-08-29 22:27:00,Mersin,Akdeniz,Kitap,Zaman Yönetimi,1,161.46,0.1,49.9,Kredi Kartı,Yeni,1.0,4.0,Hayır,0.366,195.21,2024,8,29,Thursday
499,502,SIP100189,MUS1422,2024-09-30 20:05:00,Adana,Akdeniz,Ofis,Kalem Seti,1,102.85,0.05,39.9,Havale/EFT,Yeni,5.0,4.0,Hayır,0.417,137.61,2024,9,30,Monday
500,503,SIP101189,MUS1324,2024-06-11 14:14:00,İstanbul,Marmara,Ofis,Kalem Seti,2,106.77,0.1,39.9,Kredi Kartı,Mevcut,5.0,5.0,Hayır,0.386,232.09,2024,6,11,Tuesday
501,504,SIP101011,MUS1218,2024-03-21 14:46:00,Samsun,Karadeniz,Ev Yaşam,Organizer,3,243.14,0.05,39.9,Kredi Kartı,Yeni,3.0,5.0,Hayır,0.328,732.85,2024,3,21,Thursday
502,505,SIP100995,MUS1194,2025-02-03 19:19:00,Konya,İç Anadolu,Kitap,Veri Bilimi 101,1,262.43,0.05,29.9,Kredi Kartı,Mevcut,6.0,5.0,Evet,0.331,279.21,2025,2,3,Monday
504,507,SIP100473,MUS1166,2024-09-18 08:21:00,Ankara,İç Anadolu,Ev Yaşam,Organizer,2,247.95,0.05,39.9,Kredi Kartı,VIP,3.0,4.0,Evet,0.362,511.0,2024,9,18,Wednesday
505,508,SIP100344,MUS1086,2024-06-16 15:22:00,İstanbul,Marmara,Ev Yaşam,Termos,3,491.29,0.15,0.0,Banka Kartı,Mevcut,6.0,4.0,Hayır,0.281,1252.79,2024,6,16,Sunday
506,509,SIP101224,MUS1352,2025-06-09 11:49:00,İzmir,Ege,Spor,Spor Çantası,1,994.7,0.0,59.9,Kredi Kartı,Yeni,4.0,4.0,Hayır,0.383,1054.6,2025,6,9,Monday
509,512,SIP101072,MUS1331,2025-07-02 11:04:00,Adana,Akdeniz,Kitap,Python Notları,3,237.8,0.0,49.9,Banka Kartı,Yeni,2.0,4.0,Hayır,0.316,763.3,2025,7,2,Wednesday
510,513,SIP100908,MUS1024,2025-11-11 17:26:00,Gaziantep,Güneydoğu Anadolu,Elektronik,Powerbank,1,809.98,0.05,49.9,Kredi Kartı,VIP,5.0,4.0,Hayır,0.327,819.38,2025,11,11,Tuesday
511,514,SIP100216,MUS1202,2024-10-13 21:39:00,İzmir,Ege,Spor,Spor Çantası,3,822.79,0.0,0.0,Havale/EFT,Yeni,3.0,4.0,Hayır,0.365,2468.37,2024,10,13,Sunday
512,515,SIP100110,MUS1117,2025-07-08 08:39:00,Antalya,Akdeniz,Ofis,Not Tutucu,2,129.38,0.0,59.9,Kredi Kartı,Mevcut,5.0,5.0,Hayır,0.306,318.66,2025,7,8,Tuesday
513,516,SIP100220,MUS1372,2024-12-05 18:07:00,Ankara,İç Anadolu,Elektronik,Webcam,2,956.77,0.0,29.9,Dijital Cüzdan,Mevcut,1.0,5.0,Hayır,0.335,1943.44,2024,12,5,Thursday
514,517,SIP101184,MUS1238,2024-04-27 11:54:00,Kocaeli,Marmara,Kozmetik,Şampuan,3,176.14,0.05,29.9,Kredi Kartı,Yeni,2.0,4.0,Hayır,0.304,531.9,2024,4,27,Saturday
516,519,SIP101307,MUS1317,2024-09-22 21:31:00,İzmir,Ege,Ofis,Mouse Pad,1,163.1,0.15,0.0,Kredi Kartı,Mevcut,3.0,4.0,Hayır,0.366,138.64,2024,9,22,Sunday
517,520,SIP100569,MUS1063,2024-11-26 10:40:00,Bursa,Marmara,Kitap,İş Analitiği Rehberi,3,256.43,0.0,49.9,Havale/EFT,Mevcut,3.0,3.0,Hayır,0.303,819.19,2024,11,26,Tuesday
518,521,SIP100028,MUS1339,2025-04-10 12:27:00,İstanbul,Marmara,Spor,Suluk,2,201.97,0.0,49.9,Havale/EFT,Mevcut,3.0,4.0,Hayır,0.186,453.84,2025,4,10,Thursday
519,522,SIP100231,MUS1349,2025-10-15 11:03:00,İstanbul,Marmara,Kozmetik,Nemlendirici,2,387.56,0.1,39.9,Kredi Kartı,Mevcut,5.0,5.0,Hayır,0.369,737.51,2025,10,15,Wednesday
520,523,SIP100507,MUS1083,2024-12-04 19:07:00,İstanbul,Marmara,Ev Yaşam,Kahve Kupası,1,190.82,0.0,39.9,Kredi Kartı,Mevcut,5.0,5.0,Hayır,0.32,230.72,2024,12,4,Wednesday
522,525,SIP100053,MUS1420,2025-11-05 09:18:00,İstanbul,Marmara,Spor,Dambıl Seti,1,1428.43,0.05,29.9,Kredi Kartı,Mevcut,5.0,4.0,Hayır,0.411,1386.91,2025,11,5,Wednesday
523,526,SIP101200,MUS1334,2024-10-01 12:30:00,İstanbul,Marmara,Kitap,Python Notları,2,207.27,0.0,0.0,Kredi Kartı,Yeni,3.0,5.0,Hayır,0.394,414.54,2024,10,1,Tuesday
524,527,SIP100839,MUS1352,2024-03-28 08:30:00,İzmir,Ege,Kitap,Zaman Yönetimi,3,167.22,0.0,0.0,Kredi Kartı,Yeni,1.0,3.0,Hayır,0.382,501.66,2024,3,28,Thursday
525,528,SIP100613,MUS1079,2025-11-25 17:55:00,İstanbul,Marmara,Spor,Spor Çantası,1,971.66,0.0,39.9,Banka Kartı,Yeni,3.0,4.0,Hayır,0.317,1011.56,2025,11,25,Tuesday
526,529,SIP100197,MUS1342,2025-12-31 15:05:00,Kayseri,İç Anadolu,Spor,Dambıl Seti,1,1708.32,0.05,29.9,Kapıda Ödeme,VIP,2.0,4.0,Hayır,0.201,1738.22,2025,12,31,Wednesday
527,530,SIP100690,MUS1075,2025-05-11 10:51:00,İstanbul,Marmara,Kitap,Python Notları,4,221.53,0.1,39.9,Banka Kartı,Yeni,4.0,5.0,Hayır,0.344,837.41,2025,5,11,Sunday
528,531,SIP101156,MUS1394,2024-06-13 16:33:00,Ankara,İç Anadolu,Ev Yaşam,Masa Lambası,1,684.55,0.0,39.9,Dijital Cüzdan,Mevcut,3.0,5.0,Hayır,0.394,724.45,2024,6,13,Thursday
529,532,SIP101062,MUS1331,2025-12-11 19:06:00,Trabzon,Karadeniz,Spor,Suluk,1,212.42,0.1,39.9,Havale/EFT,Yeni,1.0,3.0,Hayır,0.386,231.08,2025,12,11,Thursday
530,533,SIP100065,MUS1195,2024-03-26 18:27:00,Antalya,Akdeniz,Kitap,Veri Bilimi 101,2,267.93,0.0,29.9,Kredi Kartı,Mevcut,6.0,4.0,Evet,0.213,565.76,2024,3,26,Tuesday
531,534,SIP100580,MUS1293,2024-07-01 21:02:00,Konya,İç Anadolu,Elektronik,Bluetooth Hoparlör,1,1172.82,0.1,29.9,Kredi Kartı,Mevcut,2.0,4.0,Hayır,0.301,1085.44,2024,7,1,Monday
532,535,SIP100070,MUS1367,2024-01-27 22:19:00,Trabzon,Karadeniz,Elektronik,Powerbank,1,729.48,0.0,39.9,Banka Kartı,VIP,3.0,3.0,Hayır,0.201,769.38,2024,1,27,Saturday
534,537,SIP100939,MUS1122,2025-04-29 11:21:00,Kayseri,İç Anadolu,Ev Yaşam,Termos,1,483.8,0.0,39.9,Kapıda Ödeme,Mevcut,3.0,4.0,Hayır,0.289,523.7,2025,4,29,Tuesday
536,539,SIP100268,MUS1251,2025-05-26 16:41:00,Ankara,İç Anadolu,Kozmetik,Nemlendirici,5,405.35,0.0,59.9,Dijital Cüzdan,Yeni,2.0,5.0,Hayır,0.208,2086.65,2025,5,26,Monday
537,540,SIP101325,MUS1231,2024-03-16 19:58:00,İstanbul,İç Anadolu,Elektronik,Kablosuz Kulaklık,1,1478.11,0.0,59.9,Kredi Kartı,Mevcut,3.0,5.0,Hayır,0.314,1538.01,2024,3,16,Saturday
538,541,SIP100139,MUS1213,2025-03-16 15:56:00,Konya,İç Anadolu,Kozmetik,Nemlendirici,3,362.07,0.0,49.9,Kredi Kartı,Yeni,3.0,4.0,Hayır,0.332,1136.11,2025,3,16,Sunday
539,542,SIP100219,MUS1289,2024-11-02 17:21:00,Ankara,İç Anadolu,Spor,Spor Çantası,3,897.59,0.0,0.0,Kredi Kartı,Mevcut,2.0,4.0,Hayır,0.285,2692.77,2024,11,2,Saturday
541,544,SIP100358,MUS1395,2024-11-21 15:17:00,İzmir,Ege,Kitap,İş Analitiği Rehberi,5,267.71,0.1,59.9,Kredi Kartı,VIP,2.0,3.0,Hayır,0.372,1264.6,2024,11,21,Thursday
542,545,SIP100484,MUS1024,2025-07-01 08:41:00,İstanbul,Marmara,Kitap,Veri Bilimi 101,3,274.31,0.0,29.9,Havale/EFT,Yeni,1.0,5.0,Hayır,0.267,852.83,2025,7,1,Tuesday
543,546,SIP100943,MUS1220,2025-09-05 20:42:00,Konya,İç Anadolu,Spor,Dambıl Seti,1,1518.37,0.15,39.9,Banka Kartı,Mevcut,1.0,4.0,Hayır,0.241,1330.51,2025,9,5,Friday
544,547,SIP100236,MUS1099,2025-06-20 15:56:00,İzmir,Ege,Kitap,Girişimcilik,2,224.01,0.0,49.9,Dijital Cüzdan,Mevcut,4.0,4.0,Hayır,0.296,497.92,2025,6,20,Friday
546,549,SIP100987,MUS1342,2024-09-02 22:55:00,İstanbul,Marmara,Kitap,Veri Bilimi 101,1,252.58,0.0,49.9,Kredi Kartı,VIP,3.0,4.0,Hayır,0.333,302.48,2024,9,2,Monday
547,550,SIP101130,MUS1352,2024-05-30 13:41:00,İstanbul,Marmara,Spor,Direnç Bandı,3,262.05,0.1,59.9,Kredi Kartı,VIP,3.0,5.0,Hayır,0.386,767.44,2024,5,30,Thursday
548,551,SIP100917,MUS1034,2025-05-31 14:07:00,Antalya,Akdeniz,Spor,Spor Çantası,1,966.0,0.15,29.9,Kredi Kartı,Yeni,5.0,3.0,Hayır,0.319,851.0,2025,5,31,Saturday
549,552,SIP100962,MUS1367,2025-06-15 15:11:00,Gaziantep,Güneydoğu Anadolu,Ofis,Not Tutucu,1,140.18,0.2,49.9,Kredi Kartı,Mevcut,2.0,3.0,Hayır,0.397,162.04,2025,6,15,Sunday
552,555,SIP100333,MUS1072,2025-02-25 17:43:00,İstanbul,Marmara,Kitap,Python Notları,2,203.96,0.0,39.9,Kredi Kartı,Yeni,4.0,3.0,Hayır,0.411,447.82,2025,2,25,Tuesday
553,556,SIP100884,MUS1104,2024-04-11 10:41:00,Adana,Akdeniz,Kozmetik,Şampuan,2,196.81,0.0,29.9,Kredi Kartı,Mevcut,6.0,3.0,Hayır,0.357,423.52,2024,4,11,Thursday
554,557,SIP100860,MUS1025,2025-12-01 22:19:00,Bursa,Marmara,Ev Yaşam,Masa Lambası,4,643.68,0.1,29.9,Kapıda Ödeme,Mevcut,3.0,4.0,Hayır,0.357,2347.15,2025,12,1,Monday
555,558,SIP100649,MUS1107,2025-06-17 12:36:00,Kocaeli,Marmara,Spor,Yoga Matı,2,702.37,0.05,59.9,Havale/EFT,Yeni,6.0,4.0,Hayır,0.202,1394.4,2025,6,17,Tuesday
557,560,SIP100259,MUS1435,2025-02-22 10:19:00,Bursa,Marmara,Kitap,Zaman Yönetimi,2,160.23,0.0,49.9,Kredi Kartı,Mevcut,3.0,5.0,Hayır,0.247,370.36,2025,2,22,Saturday
558,561,SIP100676,MUS1109,2025-02-07 18:20:00,İstanbul,Marmara,Spor,Spor Çantası,2,901.54,0.1,39.9,Havale/EFT,Mevcut,4.0,4.0,Hayır,0.381,1662.67,2025,2,7,Friday
559,562,SIP101109,MUS1176,2024-07-16 19:28:00,İstanbul,Marmara,Kitap,Python Notları,1,215.88,0.0,39.9,Dijital Cüzdan,Yeni,2.0,5.0,Hayır,0.315,255.78,2024,7,16,Tuesday
560,563,SIP100785,MUS1095,2024-08-07 22:32:00,Antalya,Akdeniz,Kitap,Veri Bilimi 101,2,228.04,0.1,49.9,Kapıda Ödeme,Mevcut,3.0,5.0,Hayır,0.383,460.37,2024,8,7,Wednesday
561,564,SIP101309,MUS1368,2024-09-22 12:01:00,Antalya,Akdeniz,Ev Yaşam,Termos,4,487.55,0.0,39.9,Banka Kartı,Mevcut,4.0,4.0,Hayır,0.186,1990.1,2024,9,22,Sunday
562,565,SIP100873,MUS1332,2024-03-03 16:01:00,Eskişehir,İç Anadolu,Spor,Dambıl Seti,1,1480.01,0.05,49.9,Kredi Kartı,Yeni,4.0,4.0,Evet,0.377,1455.91,2024,3,3,Sunday
564,567,SIP100553,MUS1281,2024-08-03 10:25:00,Samsun,Karadeniz,Kitap,Veri Bilimi 101,3,246.02,0.0,29.9,Kredi Kartı,Yeni,3.0,4.0,Hayır,0.36,767.96,2024,8,3,Saturday
566,569,SIP100073,MUS1091,2025-03-19 13:40:00,İzmir,Ege,Spor,Yoga Matı,1,675.44,0.05,49.9,Dijital Cüzdan,Mevcut,3.0,5.0,Hayır,0.189,691.57,2025,3,19,Wednesday
568,571,SIP100085,MUS1061,2024-06-04 10:51:00,Antalya,Akdeniz,Kitap,Veri Bilimi 101,1,280.61,0.0,29.9,Banka Kartı,Yeni,4.0,5.0,Hayır,0.214,310.51,2024,6,4,Tuesday
570,573,SIP100726,MUS1276,2025-09-23 20:56:00,İstanbul,Marmara,Ofis,Mouse Pad,1,158.89,0.15,29.9,Havale/EFT,Yeni,2.0,5.0,Hayır,0.204,164.96,2025,9,23,Tuesday
571,574,SIP101105,MUS1144,2024-02-11 08:03:00,Ankara,İç Anadolu,Elektronik,Bluetooth Hoparlör,2,1190.43,0.05,39.9,Banka Kartı,Yeni,6.0,4.0,Hayır,0.265,2301.72,2024,2,11,Sunday
572,575,SIP100998,MUS1203,2024-11-30 13:35:00,İstanbul,Marmara,Kozmetik,Yüz Temizleme Jeli,5,330.05,0.0,29.9,Banka Kartı,Mevcut,6.0,5.0,Hayır,0.185,1680.15,2024,11,30,Saturday
573,576,SIP101055,MUS1248,2025-12-27 12:29:00,Ankara,İç Anadolu,Kozmetik,Yüz Temizleme Jeli,4,300.01,0.1,39.9,Banka Kartı,Mevcut,5.0,5.0,Hayır,0.277,1119.94,2025,12,27,Saturday
574,577,SIP101251,MUS1351,2025-03-23 09:08:00,Bursa,Marmara,Ev Yaşam,Kahve Kupası,4,179.51,0.15,39.9,Banka Kartı,Mevcut,7.0,5.0,Hayır,0.206,650.23,2025,3,23,Sunday
575,578,SIP101270,MUS1256,2024-02-16 08:54:00,Antalya,Akdeniz,Spor,Yoga Matı,2,643.02,0.0,29.9,Havale/EFT,Yeni,2.0,5.0,Hayır,0.256,1315.94,2024,2,16,Friday
576,579,SIP100618,MUS1314,2024-06-04 20:12:00,Eskişehir,İç Anadolu,Kitap,İş Analitiği Rehberi,1,270.73,0.1,0.0,Kredi Kartı,Yeni,3.0,4.0,Hayır,0.21,243.66,2024,6,4,Tuesday
577,580,SIP100369,MUS1290,2025-01-26 20:45:00,Trabzon,Karadeniz,Kozmetik,Yüz Temizleme Jeli,1,301.15,0.15,0.0,Kredi Kartı,Mevcut,3.0,4.0,Hayır,0.348,255.98,2025,1,26,Sunday
579,582,SIP100278,MUS1144,2025-12-09 22:36:00,Eskişehir,İç Anadolu,Ev Yaşam,Masa Lambası,1,758.95,0.1,29.9,Kredi Kartı,Yeni,3.0,5.0,Evet,0.192,712.96,2025,12,9,Tuesday
580,583,SIP100641,MUS1362,2025-10-06 16:05:00,Konya,İç Anadolu,Elektronik,Powerbank,1,779.14,0.05,29.9,Kredi Kartı,Mevcut,3.0,4.0,Hayır,0.242,770.08,2025,10,6,Monday
581,584,SIP101360,MUS1043,2024-04-07 16:10:00,Ankara,İç Anadolu,Kitap,Veri Bilimi 101,4,241.89,0.0,59.9,Kredi Kartı,VIP,4.0,3.0,Hayır,0.282,1027.46,2024,4,7,Sunday
582,585,SIP100619,MUS1353,2025-09-19 11:38:00,Konya,İç Anadolu,Kozmetik,Serum,2,537.39,0.15,49.9,Kredi Kartı,Mevcut,4.0,3.0,Hayır,0.254,963.46,2025,9,19,Friday
583,586,SIP101205,MUS1220,2025-10-22 16:22:00,Antalya,Akdeniz,Ofis,Kalem Seti,2,100.25,0.05,49.9,Kredi Kartı,Yeni,3.0,3.0,Hayır,0.196,240.38,2025,10,22,Wednesday
584,587,SIP100572,MUS1047,2025-12-05 17:09:00,Antalya,Akdeniz,Kitap,Zaman Yönetimi,2,184.54,0.0,49.9,Kredi Kartı,Yeni,5.0,4.0,Hayır,0.417,418.98,2025,12,5,Friday
585,588,SIP101088,MUS1174,2024-12-27 08:27:00,İstanbul,Marmara,Ev Yaşam,Organizer,5,268.14,0.15,39.9,Kredi Kartı,Yeni,3.0,5.0,Hayır,0.285,1179.49,2024,12,27,Friday
586,589,SIP101331,MUS1311,2025-05-13 15:14:00,İstanbul,Marmara,Ofis,Mouse Pad,2,168.21,0.0,29.9,Dijital Cüzdan,Yeni,4.0,5.0,Hayır,0.342,366.32,2025,5,13,Tuesday
587,590,SIP100133,MUS1090,2024-05-14 08:22:00,İstanbul,Marmara,Kitap,Veri Bilimi 101,1,259.29,0.2,59.9,Havale/EFT,Yeni,4.0,4.0,Hayır,0.201,267.33,2024,5,14,Tuesday
588,591,SIP100092,MUS1021,2025-12-17 14:17:00,İzmir,Ege,Spor,Suluk,3,218.23,0.1,49.9,Kredi Kartı,Mevcut,3.0,4.0,Evet,0.263,639.12,2025,12,17,Wednesday
589,592,SIP101298,MUS1017,2024-07-29 14:11:00,İzmir,Ege,Elektronik,Bluetooth Hoparlör,1,1211.04,0.0,49.9,Banka Kartı,Mevcut,1.0,4.0,Hayır,0.385,1260.94,2024,7,29,Monday
591,594,SIP100980,MUS1211,2025-04-10 08:23:00,Ankara,İç Anadolu,Kozmetik,Yüz Temizleme Jeli,1,321.51,0.0,39.9,Kredi Kartı,Yeni,3.0,5.0,Hayır,0.238,361.41,2025,4,10,Thursday
593,596,SIP100345,MUS1033,2024-04-30 20:57:00,İzmir,Ege,Kitap,İş Analitiği Rehberi,3,281.15,0.0,49.9,Kredi Kartı,Mevcut,2.0,5.0,Hayır,0.23,893.35,2024,4,30,Tuesday
594,597,SIP101237,MUS1181,2025-07-12 12:42:00,Ankara,İç Anadolu,Spor,Suluk,1,212.69,0.1,29.9,Kredi Kartı,Mevcut,3.0,4.0,Evet,0.387,221.32,2025,7,12,Saturday
595,598,SIP100737,MUS1083,2024-10-29 11:41:00,Samsun,Karadeniz,Ev Yaşam,Saklama Kutusu,5,244.53,0.05,39.9,Dijital Cüzdan,Yeni,5.0,5.0,Hayır,0.244,1201.42,2024,10,29,Tuesday
596,599,SIP100611,MUS1416,2024-12-29 18:19:00,İstanbul,Marmara,Kitap,İş Analitiği Rehberi,2,275.54,0.0,29.9,Kredi Kartı,VIP,2.0,4.0,Hayır,0.364,580.98,2024,12,29,Sunday
597,600,SIP100426,MUS1315,2025-08-13 20:10:00,İzmir,Ege,Ev Yaşam,Masa Lambası,1,674.3,0.0,49.9,Kredi Kartı,Mevcut,3.0,4.0,Evet,0.297,724.2,2025,8,13,Wednesday
600,603,SIP101375,MUS1412,2024-08-02 10:00:00,Kayseri,İç Anadolu,Kitap,Zaman Yönetimi,1,182.28,0.0,49.9,Havale/EFT,VIP,5.0,4.0,Hayır,0.359,232.18,2024,8,2,Friday
601,604,SIP100624,MUS1056,2025-08-31 16:33:00,İzmir,Ege,Kitap,Girişimcilik,4,224.8,0.1,39.9,Banka Kartı,Mevcut,4.0,5.0,Evet,0.246,849.18,2025,8,31,Sunday
602,605,SIP100895,MUS1064,2024-09-22 18:32:00,İstanbul,Marmara,Elektronik,Webcam,1,929.18,0.05,39.9,Kredi Kartı,Yeni,2.0,5.0,Hayır,0.274,922.62,2024,9,22,Sunday
603,606,SIP100107,MUS1433,2024-02-07 10:32:00,Konya,İç Anadolu,Ev Yaşam,Kahve Kupası,1,165.14,0.05,39.9,Dijital Cüzdan,Yeni,1.0,4.0,Hayır,0.322,196.78,2024,2,7,Wednesday
605,608,SIP100638,MUS1019,2025-08-09 20:35:00,Adana,Akdeniz,Kitap,Girişimcilik,1,194.12,0.1,59.9,Kredi Kartı,Mevcut,2.0,4.0,Hayır,0.309,234.61,2025,8,9,Saturday
606,610,SIP101166,MUS1222,2024-03-28 10:46:00,Antalya,Akdeniz,Spor,Yoga Matı,2,655.05,0.0,49.9,Kredi Kartı,VIP,3.0,5.0,Hayır,0.307,1360.0,2024,3,28,Thursday
608,612,SIP100376,MUS1012,2024-12-14 19:11:00,Eskişehir,İç Anadolu,Ev Yaşam,Masa Lambası,3,627.54,0.0,0.0,Dijital Cüzdan,Mevcut,4.0,4.0,Hayır,0.309,1882.62,2024,12,14,Saturday
609,614,SIP100027,MUS1195,2025-02-20 15:30:00,Samsun,Karadeniz,Ev Yaşam,Masa Lambası,2,616.19,0.0,39.9,Kredi Kartı,Mevcut,5.0,5.0,Evet,0.371,1272.28,2025,2,20,Thursday
610,615,SIP101114,MUS1112,2025-02-03 14:38:00,Gaziantep,Güneydoğu Anadolu,Spor,Spor Çantası,1,849.87,0.05,59.9,Kredi Kartı,Yeni,4.0,5.0,Hayır,0.211,867.28,2025,2,3,Monday
611,616,SIP101259,MUS1243,2024-06-05 17:56:00,İstanbul,Marmara,Elektronik,Kablosuz Kulaklık,2,1562.22,0.1,39.9,Kredi Kartı,Yeni,4.0,5.0,Hayır,0.347,2851.9,2024,6,5,Wednesday
612,617,SIP100803,MUS1353,2024-02-27 18:15:00,Trabzon,Karadeniz,Spor,Suluk,1,187.7,0.0,39.9,Kredi Kartı,Mevcut,2.0,4.0,Hayır,0.317,227.6,2024,2,27,Tuesday
613,618,SIP101356,MUS1336,2025-06-08 19:01:00,Ankara,İç Anadolu,Ofis,Not Tutucu,4,130.51,0.0,39.9,Kredi Kartı,Mevcut,1.0,3.0,Hayır,0.35,561.94,2025,6,8,Sunday
615,620,SIP101007,MUS1434,2025-06-17 20:26:00,İstanbul,Marmara,Ofis,Defter Seti,4,158.92,0.05,49.9,Banka Kartı,Yeni,5.0,4.0,Evet,0.406,653.8,2025,6,17,Tuesday
616,621,SIP100233,MUS1274,2024-10-19 18:03:00,Gaziantep,Güneydoğu Anadolu,Ofis,Mouse Pad,2,187.74,0.15,49.9,Dijital Cüzdan,Yeni,6.0,5.0,Hayır,0.208,369.06,2024,10,19,Saturday
617,622,SIP101330,MUS1146,2025-03-16 16:17:00,Mersin,Akdeniz,Kitap,Python Notları,2,222.56,0.15,49.9,Banka Kartı,Mevcut,5.0,4.0,Hayır,0.315,428.25,2025,3,16,Sunday
618,623,SIP101242,MUS1063,2024-11-12 11:02:00,İzmir,Ege,Spor,Suluk,1,219.55,0.05,59.9,Banka Kartı,Mevcut,2.0,4.0,Hayır,0.283,268.47,2024,11,12,Tuesday
619,624,SIP100567,MUS1128,2024-09-13 21:24:00,Antalya,Akdeniz,Ev Yaşam,Masa Lambası,1,669.96,0.0,49.9,Kapıda Ödeme,Yeni,3.0,5.0,Hayır,0.263,719.86,2024,9,13,Friday
620,625,SIP101057,MUS1243,2025-01-20 14:43:00,Antalya,Akdeniz,Kitap,Python Notları,1,225.63,0.0,29.9,Kapıda Ödeme,VIP,6.0,4.0,Hayır,0.284,255.53,2025,1,20,Monday
621,626,SIP100985,MUS1436,2025-12-18 21:45:00,Konya,İç Anadolu,Spor,Suluk,2,203.15,0.15,49.9,Havale/EFT,Mevcut,4.0,4.0,Hayır,0.277,395.26,2025,12,18,Thursday
622,627,SIP101054,MUS1068,2024-10-16 19:59:00,İstanbul,Marmara,Kitap,İş Analitiği Rehberi,1,282.1,0.15,59.9,Kredi Kartı,Mevcut,3.0,4.0,Hayır,0.346,299.68,2024,10,16,Wednesday
626,631,SIP101263,MUS1214,2025-01-11 18:17:00,Adana,Akdeniz,Kozmetik,Şampuan,2,205.82,0.2,39.9,Kredi Kartı,Mevcut,2.0,5.0,Hayır,0.294,369.21,2025,1,11,Saturday
627,632,SIP100365,MUS1237,2024-04-04 22:54:00,Eskişehir,İç Anadolu,Spor,Dambıl Seti,1,1473.27,0.0,49.9,Kapıda Ödeme,Yeni,2.0,4.0,Evet,0.275,1523.17,2024,4,4,Thursday
628,633,SIP100284,MUS1325,2024-09-09 19:04:00,İstanbul,Ege,Kozmetik,Güneş Kremi,3,455.24,0.1,39.9,Kredi Kartı,Yeni,4.0,4.0,Hayır,0.369,1269.05,2024,9,9,Monday
629,634,SIP100721,MUS1123,2025-12-09 10:13:00,Eskişehir,İç Anadolu,Spor,Direnç Bandı,5,224.82,0.0,49.9,Kredi Kartı,Yeni,4.0,5.0,Hayır,0.183,1174.0,2025,12,9,Tuesday
631,636,SIP100079,MUS1360,2025-07-20 16:22:00,Adana,Akdeniz,Ofis,Not Tutucu,1,123.3,0.15,29.9,Kredi Kartı,Mevcut,1.0,5.0,Hayır,0.207,134.7,2025,7,20,Sunday
